rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt
5,5,1,OLD,20201123,프리키 데스데이,2020-11-25,22112490,3.6,8888440,67.2,410221210,2259,872,62.9,47286,319,480,20201205
6,6,-1,OLD,20206710,파티마의 기적 ,2020-12-03,17517500,2.8,3340900,23.6,60050000,2017,249,14.1,7821,160,350,20201205
7,7,2,OLD,20197121,삼진그룹 영어토익반,2020-10-21,13428230,2.2,5761140,75.1,13924275660,1472,623,73.4,1564267,195,272,20201205
8,8,-1,OLD,20197853,잔칫날,2020-12-02,11801430,1.9,2188790,22.8,45597480,1418,175,14.1,5788,240,367,20201205
9,9,-1,OLD,20149120,인터스텔라,2014-11-06,13204500,2.1,4299500,48.3,82704620500,1320,431,48.5,10312986,16,36,20201205
10,10,0,OLD,20164621,덩케르크,2017-07-20,9648500,1.6,2860000,42.1,24603220848,965,286,42.1,2795621,16,31,20201205
1,1,0,OLD,20181983,이웃사촌,2020-11-25,220316370,38.0,-10730770,-4.6,2811197820,23802,-1051,-4.2,326651,1094,3219,20201206
2,2,0,OLD,20192193,도굴,2020-11-04,90157840,15.6,-6467080,-6.7,13007356460,10040,-753,-7,1423693,642,1592,20201206
3,3,0,OLD,20200294,런,2020-11-20,67778040,11.7,-11219580,-14.2,2157320930,7125,-1145,-13.8,233898,556,1250,20201206
4,4,0,OLD,20200554,더 프롬,2020-12-02,28581000,4.9,-5828200,-16.9,156886180,3174,-644,-16.9,17985,513,1038,20201206
5,5,1,OLD,20206710,파티마의 기적 ,2020-12-03,17291200,3.0,-226300,-1.3,77341200,2013,-4,-0.2,9834,156,341,20201206
6,6,-1,OLD,20201123,프리키 데스데이,2020-11-25,19435940,3.4,-2676550,-12.1,429657150,2006,-253,-11.2,49292,324,472,20201206
7,7,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,13158770,2.3,-269460,-2,13937434430,1445,-27,-1.8,1565712,194,269,20201206
8,8,0,OLD,20197853,잔칫날,2020-12-02,10537370,1.8,-1264060,-10.7,56134850,1285,-133,-9.4,7073,236,351,20201206
9,9,0,OLD,20149120,인터스텔라,2014-11-06,11459500,2.0,-1745000,-13.2,82716080000,1146,-174,-13.2,10314132,16,37,20201206
10,10,3,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,10293710,1.8,4455290,76.3,390098940,912,264,40.7,45502,69,97,20201206
1,1,0,OLD,20181983,이웃사촌,2020-11-25,67336840,33.0,-152979530,-69.4,2878534660,7780,-16022,-67.3,334431,923,2094,20201207
2,2,0,OLD,20192193,도굴,2020-11-04,29096490,14.3,-61061350,-67.7,13036452950,3520,-6520,-64.9,1427213,513,1017,20201207
3,3,0,OLD,20200294,런,2020-11-20,27559240,13.5,-40218800,-59.3,2184880170,3148,-3977,-55.8,237046,471,884,20201207
4,4,0,OLD,20200554,더 프롬,2020-12-02,9694610,4.8,-18886390,-66.1,166580790,1152,-2022,-63.7,19137,370,610,20201207
5,5,4,OLD,20149120,인터스텔라,2014-11-06,9919500,4.9,-1540000,-13.4,82725999500,992,-154,-13.4,10315124,17,34,20201207
6,6,-1,OLD,20206710,파티마의 기적 ,2020-12-03,7864500,3.9,-9426700,-54.5,85205700,955,-1058,-52.6,10789,131,250,20201207
7,7,-1,OLD,20201123,프리키 데스데이,2020-11-25,7339550,3.6,-12096390,-62.2,436996700,795,-1211,-60.4,50087,242,320,20201207
8,8,6,OLD,20164621,덩케르크,2017-07-20,7809500,3.8,505000,6.9,24618334848,781,51,7,2797132,16,26,20201207
9,9,-2,OLD,20197121,삼진그룹 영어토익반,2020-10-21,5757660,2.8,-7401110,-56.2,13943192090,706,-739,-51.1,1566418,148,180,20201207
10,10,-2,OLD,20197853,잔칫날,2020-12-02,4453570,2.2,-6083800,-57.7,60588420,584,-701,-54.6,7657,187,248,20201207
1,1,0,OLD,20181983,이웃사촌,2020-11-25,56973880,30.4,-10362960,-15.4,2935508540,6584,-1196,-15.4,341015,908,1908,20201208
2,2,1,OLD,20200294,런,2020-11-20,27261040,14.6,-298200,-1.1,2212141210,3040,-108,-3.4,240086,447,832,20201208
3,3,-1,OLD,20192193,도굴,2020-11-04,25316150,13.5,-3780340,-13,13061769100,2980,-540,-15.3,1430193,507,933,20201208
4,4,0,OLD,20200554,더 프롬,2020-12-02,9393280,5.0,-301330,-3.1,175974070,1139,-13,-1.1,20276,371,564,20201208
5,5,1,OLD,20206710,파티마의 기적 ,2020-12-03,7362500,3.9,-502000,-6.4,92568200,954,-1,-0.1,11743,137,246,20201208
6,6,-1,OLD,20149120,인터스텔라,2014-11-06,7835000,4.2,-2084500,-21,82733834500,783,-209,-21.1,10315907,17,30,20201208
7,7,0,OLD,20201123,프리키 데스데이,2020-11-25,6424380,3.4,-915170,-12.5,443421080,691,-104,-13.1,50778,229,287,20201208
8,8,2,OLD,20197853,잔칫날,2020-12-02,4803100,2.6,349530,7.8,65391520,640,56,9.6,8297,190,249,20201208
9,9,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,4380780,2.3,-1376880,-23.9,13947572870,498,-208,-29.5,1566916,136,167,20201208
10,10,-2,OLD,20164621,덩케르크,2017-07-20,4309000,2.3,-3500500,-44.8,24622643848,431,-350,-44.8,2797563,16,23,20201208
1,1,0,OLD,20181983,이웃사촌,2020-11-25,56330820,26.2,-643060,-1.1,2991839360,6508,-76,-1.2,347523,932,1929,20201209
2,2,1,OLD,20192193,도굴,2020-11-04,27864420,12.9,2548270,10.1,13089633520,3230,250,8.4,1433423,509,1007,20201209
3,3,-1,OLD,20200294,런,2020-11-20,26540560,12.3,-720480,-2.6,2238681770,2948,-92,-3,243034,476,892,20201209
4,4,0,NEW,20200883,미드나이트 스카이,2020-12-09,11777010,5.5,11777010,100,11777010,1403,1403,100,1403,257,435,20201209
5,5,1,OLD,20149120,인터스텔라,2014-11-06,12850000,6.0,5015000,64,82746684500,1285,502,64.1,10317192,17,26,20201209
6,6,4,OLD,20164621,덩케르크,2017-07-20,10669500,5.0,6360500,147.6,24633313348,1067,636,147.6,2798630,16,27,20201209
7,7,-2,OLD,20206710,파티마의 기적 ,2020-12-03,7726800,3.6,364300,4.9,100295000,939,-15,-1.6,12682,133,223,20201209
8,8,-4,OLD,20200554,더 프롬,2020-12-02,7591570,3.5,-1801710,-19.2,183565640,888,-251,-22,21164,282,435,20201209
9,9,-1,OLD,20197853,잔칫날,2020-12-02,5575500,2.6,772400,16.1,70967020,775,135,21.1,9072,126,153,20201209
10,10,-3,OLD,20201123,프리키 데스데이,2020-11-25,4760670,2.2,-1663710,-25.9,448181750,510,-181,-26.2,51288,142,194,20201209
1,1,0,NEW,20201002,조제,2020-12-10,187375530,47.9,187375530,100,190912530,22214,22214,100,22607,1044,2927,20201210
2,2,-1,OLD,20181983,이웃사촌,2020-11-25,56766230,14.5,435410,0.8,3048605590,7862,1354,20.8,355385,637,1296,20201210
3,3,-1,OLD,20192193,도굴,2020-11-04,26807650,6.9,-1056770,-3.8,13116441170,3736,506,15.7,1437159,427,691,20201210
4,4,0,NEW,20202366,800,2020-12-10,18288000,4.7,18288000,100,19163000,2545,2545,100,2670,209,378,20201210
5,5,-2,OLD,20200294,런,2020-11-20,15193430,3.9,-11347130,-42.8,2253875200,1713,-1235,-41.9,244747,364,504,20201210
6,6,25,OLD,20203842,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,7880610,2.0,7209340,1074,686471120,953,879,1187.8,75739,25,30,20201210
7,7,9,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,6847210,1.8,4965360,263.9,403022000,877,652,289.8,47103,63,80,20201210
8,8,-2,OLD,20164621,덩케르크,2017-07-20,7080000,1.8,-3589500,-33.6,24640393348,708,-359,-33.6,2799338,15,23,20201210
9,9,-4,OLD,20149120,인터스텔라,2014-11-06,6983000,1.8,-5867000,-45.7,82753667500,698,-587,-45.7,10317890,17,26,20201210
10,10,0,NEW,20200471,스웨그,2020-12-10,6418580,1.6,6418580,100,6418580,676,676,100,676,118,136,20201210
1,1,0,OLD,20201002,조제,2020-12-10,144930120,41.9,-42445410,-22.7,335842650,15924,-6290,-28.3,38531,1058,2863,20201211
2,2,0,OLD,20181983,이웃사촌,2020-11-25,60859020,17.6,4092790,7.2,3109464610,8044,182,2.3,363429,659,1352,20201211
3,3,0,OLD,20192193,도굴,2020-11-04,31191690,9.0,4384040,16.4,13147632860,4096,360,9.6,1441255,435,745,20201211
4,4,1,OLD,20200294,런,2020-11-20,20406160,5.9,5212730,34.3,2274281360,2155,442,25.8,246902,396,577,20201211
5,5,-1,OLD,20202366,800,2020-12-10,14095000,4.1,-4193000,-22.9,33258000,1635,-910,-35.8,4305,210,364,20201211
6,6,5,OLD,20200883,미드나이트 스카이,2020-12-09,6306190,1.8,711500,12.7,23677890,702,28,4.2,2779,199,272,20201211
7,7,2,OLD,20149120,인터스텔라,2014-11-06,5619000,1.6,-1364000,-19.5,82759286500,562,-136,-19.5,10318452,16,26,20201211
8,8,0,OLD,20164621,덩케르크,2017-07-20,5328000,1.5,-1752000,-24.7,24645721348,533,-175,-24.7,2799871,16,23,20201211
9,9,5,OLD,20200554,더 프롬,2020-12-02,4480200,1.3,1753290,64.3,190772750,501,177,54.6,21989,151,171,20201211
10,10,3,OLD,20206710,파티마의 기적 ,2020-12-03,4052200,1.2,687700,20.4,107711700,473,58,14,13570,85,103,20201211
1,1,0,OLD,20201002,조제,2020-12-10,205149130,40.1,60219010,41.6,540991780,21990,6066,38.1,60521,1179,3317,20201212
2,2,0,OLD,20181983,이웃사촌,2020-11-25,81524570,15.9,20665550,34,3190989180,8942,898,11.2,372371,688,1572,20201212
3,3,0,OLD,20192193,도굴,2020-11-04,45543880,8.9,14352190,46,13193176740,5398,1302,31.8,1446653,443,834,20201212
4,4,0,OLD,20200294,런,2020-11-20,38917750,7.6,18511590,90.7,2313199110,4405,2250,104.4,251307,459,701,20201212
5,5,0,OLD,20202366,800,2020-12-10,19588000,3.8,5493000,39,52846000,2083,448,27.4,6388,223,393,20201212
6,6,0,OLD,20200883,미드나이트 스카이,2020-12-09,11233710,2.2,4927520,78.1,34911600,1266,564,80.3,4045,218,313,20201212
7,7,0,OLD,20149120,인터스텔라,2014-11-06,9185000,1.8,3566000,63.5,82768471500,918,356,63.3,10319370,17,27,20201212
8,8,1,OLD,20200554,더 프롬,2020-12-02,7022420,1.4,2542220,56.7,197795170,776,275,54.9,22765,134,157,20201212
9,9,3,OLD,20208016,레벨 16,2020-12-10,5634870,1.1,2123500,60.5,13031400,588,210,55.6,1397,137,154,20201212
10,10,-2,OLD,20164621,덩케르크,2017-07-20,5760000,1.1,432000,8.1,24651481348,576,43,8.1,2800447,16,26,20201212
1,1,0,OLD,20201002,조제,2020-12-10,171426940,37.1,-33722190,-16.4,712418720,18325,-3665,-16.7,78846,1154,3155,20201213
2,2,0,OLD,20181983,이웃사촌,2020-11-25,79510060,17.2,-2014510,-2.5,3270499240,8603,-339,-3.8,380974,679,1552,20201213
3,3,0,OLD,20192193,도굴,2020-11-04,46433140,10.0,889260,2,13239609880,5523,125,2.3,1452176,456,842,20201213
4,4,0,OLD,20200294,런,2020-11-20,36150690,7.8,-2767060,-7.1,2349349800,4088,-317,-7.2,255395,438,690,20201213
5,5,0,OLD,20202366,800,2020-12-10,18794000,4.1,-794000,-4.1,71640000,1996,-87,-4.2,8384,218,379,20201213
6,6,0,OLD,20200883,미드나이트 스카이,2020-12-09,9380800,2.0,-1852910,-16.5,44292400,1049,-217,-17.1,5094,214,307,20201213
7,7,1,OLD,20200554,더 프롬,2020-12-02,7253170,1.6,230750,3.3,205048340,812,36,4.6,23577,134,155,20201213
8,8,2,OLD,20164621,덩케르크,2017-07-20,7940000,1.7,2180000,37.8,24659421348,794,218,37.8,2801241,16,28,20201213
9,9,-2,OLD,20149120,인터스텔라,2014-11-06,7319000,1.6,-1866000,-20.3,82775790500,732,-186,-20.3,10320102,17,26,20201213
10,10,2,OLD,20203027,프리키 데스데이 순한맛,2020-12-10,5384390,1.2,138740,2.6,16024700,564,22,4.1,1715,159,181,20201213
1,1,0,OLD,20201002,조제,2020-12-10,70107140,37.7,-101319800,-59.1,782525860,7959,-10366,-56.6,86805,999,2306,20201214
2,2,0,OLD,20181983,이웃사촌,2020-11-25,27145650,14.6,-52364410,-65.9,3297644890,3097,-5506,-64,384071,533,978,20201214
3,3,0,OLD,20192193,도굴,2020-11-04,22095940,11.9,-24337200,-52.4,13261705820,3032,-2491,-45.1,1455208,411,636,20201214
4,4,0,OLD,20200294,런,2020-11-20,14080330,7.6,-22070360,-61.1,2363430130,1560,-2528,-61.8,256955,334,477,20201214
5,5,0,OLD,20202366,800,2020-12-10,7409000,4.0,-11385000,-60.6,79049000,842,-1154,-57.8,9226,186,294,20201214
6,6,0,OLD,20200883,미드나이트 스카이,2020-12-09,3874350,2.1,-5506450,-58.7,48166750,455,-594,-56.6,5549,163,207,20201214
7,7,2,OLD,20149120,인터스텔라,2014-11-06,4460000,2.4,-2859000,-39.1,82780250500,446,-286,-39.1,10320548,17,24,20201214
8,8,0,OLD,20164621,덩케르크,2017-07-20,3380000,1.8,-4560000,-57.4,24662801348,338,-456,-57.4,2801579,15,22,20201214
9,9,4,OLD,20208016,레벨 16,2020-12-10,2080500,1.1,-1927200,-48.1,19119600,242,-198,-45,2079,90,97,20201214
10,10,1,OLD,20206710,파티마의 기적 ,2020-12-03,1920500,1.0,-3032000,-61.2,119451500,241,-303,-55.7,14906,66,75,20201214
1,1,0,OLD,20201002,조제,2020-12-10,63418390,35.9,-6688750,-9.5,845944250,7230,-729,-9.2,94035,983,2174,20201215
2,2,1,OLD,20192193,도굴,2020-11-04,21593730,12.2,-502210,-2.3,13283299550,2992,-40,-1.3,1458200,408,611,20201215
3,3,-1,OLD,20181983,이웃사촌,2020-11-25,24675770,14.0,-2469880,-9.1,3322320660,2862,-235,-7.6,386933,541,922,20201215
4,4,0,OLD,20200294,런,2020-11-20,13345200,7.6,-735130,-5.2,2376775330,1458,-102,-6.5,258413,335,459,20201215
5,5,0,OLD,20202366,800,2020-12-10,6754000,3.8,-655000,-8.8,85803000,780,-62,-7.4,10006,181,278,20201215
6,6,0,OLD,20200883,미드나이트 스카이,2020-12-09,3371370,1.9,-502980,-13,51538120,395,-60,-13.2,5944,150,195,20201215
7,7,0,OLD,20149120,인터스텔라,2014-11-06,3049500,1.7,-1410500,-31.6,82783300000,305,-141,-31.6,10320853,15,22,20201215
8,8,0,OLD,20164621,덩케르크,2017-07-20,2649500,1.5,-730500,-21.6,24665450848,265,-73,-21.6,2801844,16,23,20201215
9,9,4,OLD,20200554,더 프롬,2020-12-02,2051600,1.2,477130,30.3,208674410,250,62,33,24015,100,112,20201215
10,10,0,OLD,20206710,파티마의 기적 ,2020-12-03,1963100,1.1,42600,2.2,121414600,248,7,2.9,15154,60,71,20201215
1,1,0,OLD,20201002,조제,2020-12-10,67835170,32.8,4416780,7,913779420,7683,453,6.3,101718,960,2130,20201216
2,2,0,OLD,20192193,도굴,2020-11-04,24000510,11.6,2406780,11.1,13307300060,3282,290,9.7,1461482,404,644,20201216
3,3,0,OLD,20181983,이웃사촌,2020-11-25,25092000,12.1,416230,1.7,3347412660,3087,225,7.9,390020,515,876,20201216
4,4,0,OLD,20200294,런,2020-11-20,13662370,6.6,317170,2.4,2390437700,1511,53,3.6,259924,338,456,20201216
5,5,0,OLD,20202366,800,2020-12-10,9282000,4.5,2528000,37.4,95085000,1046,266,34.1,11052,180,282,20201216
6,6,0,NEW,20030404,러브 액츄얼리,2003-12-05,8150530,3.9,8150530,100,2208285218,927,927,100,314415,201,259,20201216
7,7,0,NEW,20200936,리플레이,2020-12-16,4897780,2.4,4897780,100,5491780,620,620,100,653,134,172,20201216
8,8,0,NEW,20190601,디바,2020-09-23,2878000,1.4,2878000,100,901717350,575,575,100,108122,3,6,20201216
9,9,9,OLD,20195962,증발,2020-11-12,2464500,1.2,1426000,137.3,28090300,412,240,139.5,3841,11,11,20201216
10,10,-2,OLD,20164621,덩케르크,2017-07-20,4060000,2.0,1410500,53.2,24669510848,406,141,53.2,2802250,15,23,20201216
1,1,0,OLD,20201002,조제,2020-12-10,60073050,28.5,-7762120,-11.4,973852470,6825,-858,-11.2,108543,925,2060,20201217
2,2,0,OLD,20192193,도굴,2020-11-04,24074250,11.4,73740,0.3,13331374310,3387,105,3.2,1464869,398,615,20201217
3,3,0,OLD,20181983,이웃사촌,2020-11-25,24088910,11.4,-1003090,-4,3371501570,2997,-90,-2.9,393017,490,828,20201217
4,4,0,OLD,20200294,런,2020-11-20,12648220,6.0,-1014150,-7.4,2403085920,1401,-110,-7.3,261325,318,430,20201217
5,5,43,OLD,20201174,언플랜드,2020-12-17,10115440,4.8,9905440,4716.9,35542940,1159,1129,3763.3,4549,259,365,20201217
6,6,17,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,8223530,3.9,7108890,637.8,423653990,1038,894,620.8,49608,58,67,20201217
7,7,0,OLD,20200936,리플레이,2020-12-16,7699290,3.7,2801510,57.2,13191070,1017,397,64,1670,237,298,20201217
8,8,0,NEW,20200162,소년시절의 너,2020-07-09,5150000,2.4,5150000,100,607498700,886,886,100,71296,61,75,20201217
9,9,-3,OLD,20030404,러브 액츄얼리,2003-12-05,7211930,3.4,-938600,-11.5,2215497148,821,-106,-11.4,315236,186,246,20201217
10,10,0,NEW,20207531,퍼스트 러브,2020-12-17,6075140,2.9,6075140,100,10578140,752,752,100,1244,78,91,20201217
1,1,0,OLD,20201002,조제,2020-12-10,68846520,30.5,8773470,14.6,1042698990,7414,589,8.6,115957,953,2128,20201218
2,2,0,OLD,20192193,도굴,2020-11-04,29945800,13.3,5871550,24.4,13361320110,4025,638,18.8,1468894,427,680,20201218
3,3,0,OLD,20181983,이웃사촌,2020-11-25,25182090,11.1,1093180,4.5,3396683660,2807,-190,-6.3,395824,522,918,20201218
4,4,0,OLD,20200294,런,2020-11-20,17437820,7.7,4789600,37.9,2420523740,1817,416,29.7,263142,372,483,20201218
5,5,0,OLD,20201174,언플랜드,2020-12-17,10402010,4.6,286570,2.8,45944950,1103,-56,-4.8,5652,262,370,20201218
6,6,3,OLD,20030404,러브 액츄얼리,2003-12-05,9420630,4.2,2208700,30.6,2224917778,1056,235,28.6,316292,207,270,20201218
7,7,0,OLD,20200936,리플레이,2020-12-16,8898830,3.9,1199540,15.6,22089900,1012,-5,-0.5,2682,204,261,20201218
8,8,3,OLD,20202366,800,2020-12-10,5429000,2.4,158500,3,105784500,578,-56,-8.8,12264,155,220,20201218
9,9,-1,OLD,20200162,소년시절의 너,2020-07-09,3130000,1.4,-2020000,-39.2,610628700,503,-383,-43.2,71799,62,79,20201218
10,10,2,OLD,20205216,호프,2020-12-17,3708510,1.6,121140,3.4,10089880,432,-4,-0.9,1160,154,177,20201218
1,1,0,OLD,20201002,조제,2020-12-10,116604570,30.4,47758050,69.4,1159303560,12328,4914,66.3,128285,1019,2601,20201219
2,2,0,OLD,20192193,도굴,2020-11-04,52275740,13.6,22329940,74.6,13413595850,6494,2469,61.3,1475388,487,876,20201219
3,3,0,OLD,20181983,이웃사촌,2020-11-25,52476760,13.7,27294670,108.4,3449160420,5999,3192,113.7,401823,577,1178,20201219
4,4,0,OLD,20200294,런,2020-11-20,26589620,6.9,9151800,52.5,2447113360,2821,1004,55.3,265963,416,590,20201219
5,5,1,OLD,20030404,러브 액츄얼리,2003-12-05,16838940,4.4,7418310,78.7,2241756718,1800,744,70.5,318092,232,327,20201219
6,6,-1,OLD,20201174,언플랜드,2020-12-17,15492370,4.0,5090360,48.9,61437320,1714,611,55.4,7366,281,404,20201219
7,7,0,OLD,20200936,리플레이,2020-12-16,13533030,3.5,4634200,52.1,35622930,1481,469,46.3,4163,241,339,20201219
8,8,0,OLD,20202366,800,2020-12-10,9356500,2.4,3927500,72.3,115141000,995,417,72.1,13259,162,248,20201219
9,9,1,OLD,20205216,호프,2020-12-17,6024250,1.6,2315740,62.4,16114130,681,249,57.6,1841,171,192,20201219
10,10,2,OLD,20149120,인터스텔라,2014-11-06,5570000,1.5,1956500,54.1,82799378500,557,197,54.7,10322457,17,26,20201219
1,1,0,OLD,20201002,조제,2020-12-10,104218990,29.8,-12385580,-10.6,1263522550,11145,-1183,-9.6,139430,997,2466,20201220
2,2,1,OLD,20181983,이웃사촌,2020-11-25,53856370,15.4,1379610,2.6,3503016790,6150,151,2.5,407973,590,1199,20201220
3,3,-1,OLD,20192193,도굴,2020-11-04,49374980,14.1,-2900760,-5.5,13462970830,5972,-522,-8,1481360,476,860,20201220
4,4,0,OLD,20200294,런,2020-11-20,23308860,6.7,-3280760,-12.3,2470422220,2466,-355,-12.6,268429,405,576,20201220
5,5,0,OLD,20030404,러브 액츄얼리,2003-12-05,16146040,4.6,-692900,-4.1,2257902758,1720,-80,-4.4,319812,225,320,20201220
6,6,0,OLD,20201174,언플랜드,2020-12-17,13726420,3.9,-1765950,-11.4,75163740,1485,-229,-13.4,8851,270,372,20201220
7,7,0,OLD,20200936,리플레이,2020-12-16,12387910,3.5,-1145120,-8.5,48010840,1394,-87,-5.9,5557,242,323,20201220
8,8,0,OLD,20202366,800,2020-12-10,9432000,2.7,75500,0.8,124573000,992,-3,-0.3,14251,168,255,20201220
9,9,0,OLD,20205216,호프,2020-12-17,4812470,1.4,-1211780,-20.1,20926600,540,-141,-20.7,2381,168,194,20201220
10,10,2,OLD,20164621,덩케르크,2017-07-20,5230000,1.5,60500,1.2,24687472348,523,6,1.2,2804045,17,27,20201220
1,1,0,OLD,20201002,조제,2020-12-10,44640510,28.7,-59578480,-57.2,1308163060,5043,-6102,-54.8,144473,850,1748,20201221
2,2,1,OLD,20192193,도굴,2020-11-04,19189870,12.3,-30185110,-61.1,13482160700,2640,-3332,-55.8,1484000,403,596,20201221
3,3,-1,OLD,20181983,이웃사촌,2020-11-25,19122790,12.3,-34733580,-64.5,3522139580,2196,-3954,-64.3,410169,454,748,20201221
4,4,0,OLD,20200294,런,2020-11-20,10823880,7.0,-12484980,-53.6,2481246100,1211,-1255,-50.9,269640,310,400,20201221
5,5,1,OLD,20201174,언플랜드,2020-12-17,8106850,5.2,-5619570,-40.9,83270590,949,-536,-36.1,9800,232,310,20201221
6,6,-1,OLD,20030404,러브 액츄얼리,2003-12-05,6876490,4.4,-9269550,-57.4,2264779248,785,-935,-54.4,320597,191,243,20201221
7,7,0,OLD,20200936,리플레이,2020-12-16,4997380,3.2,-7390530,-59.7,53008220,584,-810,-58.1,6141,175,215,20201221
8,8,0,OLD,20202366,800,2020-12-10,4011000,2.6,-5421000,-57.5,128584000,454,-538,-54.2,14705,135,189,20201221
9,9,0,OLD,20205216,호프,2020-12-17,2356100,1.5,-2456370,-51,23282700,292,-248,-45.9,2673,128,148,20201221
10,10,1,OLD,20149120,인터스텔라,2014-11-06,2909000,1.9,-1969500,-40.4,82807166000,291,-197,-40.4,10323236,16,23,20201221
1,1,0,OLD,20201002,조제,2020-12-10,43134400,25.3,-1506110,-3.4,1351297460,4927,-116,-2.3,149400,862,1729,20201222
2,2,0,OLD,20192193,도굴,2020-11-04,20049580,11.8,859710,4.5,13502210280,2758,118,4.5,1486758,390,607,20201222
3,3,0,OLD,20181983,이웃사촌,2020-11-25,18758820,11.0,-363970,-1.9,3540898400,2223,27,1.2,412392,468,789,20201222
4,4,0,OLD,20200294,런,2020-11-20,12464420,7.3,1640540,15.2,2493710520,1389,178,14.7,271029,341,446,20201222
5,5,1,OLD,20030404,러브 액츄얼리,2003-12-05,8362600,4.9,1486110,21.6,2273141848,985,200,25.5,321582,196,251,20201222
6,6,-1,OLD,20201174,언플랜드,2020-12-17,7673030,4.5,-433820,-5.4,90943620,907,-42,-4.4,10707,233,312,20201222
7,7,0,OLD,20200936,리플레이,2020-12-16,6203010,3.6,1205630,24.1,59211230,722,138,23.6,6863,206,258,20201222
8,8,0,OLD,20202366,800,2020-12-10,4919500,2.9,908500,22.7,133503500,588,134,29.5,15293,139,189,20201222
9,9,1,OLD,20164621,덩케르크,2017-07-20,4019500,2.4,1109500,38.1,24694401848,402,111,38.1,2804738,15,21,20201222
