title,release_date,imdb_id,tmdb_id,overview,origin_country,popularity,runtime,vote_average,vote_count,directors,directors_id,directors_popularity,cast_top5,cast_top5_id,cast_top5_popularity,genres,production_companies,production_companies_id,production_countries,audiAcc
Notes from the Unknown,2023-09-06,,895179,"Just before Lee Seungyoon became famous after winning the music audition program Sing Again, two women just went to “Unknown-musician” Seungyoon without any notice. One day in 2018, the two, who were going through a very tough time, happened to listen to his song and it healed their wounded hearts. After two years, they boldly suggest him to make his music video without any experience. Starting with the ridiculous proposal, their adventurous journey begins.",KR,0.5351,81,6.0,2,"Gwon Ha-jeong, Kim A-hyun","3299994, 3299991","0.0071, 0.0071","Gwon Ha-jeong, Kim A-hyun, Lee Seung-yoon","3299994, 3299991, 3140153","0.0071, 0.0071, 0.4713",Documentary,Cinema Dal,53366,KR,6156
IU CONCERT : The Golden Hour,2023-09-13,tt28997098,1165656,"Experience IU’s first ever global cinema release, as the first Korean female singer to perform at the iconic Olympic Main Stadium in Seoul, the largest stadium in South Korea and the dream venue for music artists.  Starting with a thrilling acapella opening, the setlist is filled with beloved songs from across IU’s career. From the floating strawberry moon balloon, to fireworks and a stunning drone show, the enchanting stage production is a must-see in cinemas.  Embrace the happiness of the unforgettable 'Golden Hour' through IU’s legendary performances and a fully-charged live show.",KR,1.036,171,8.6,8,An Jong-ho,4224233,0.0143,IU,1252318,3.6474,"Music, Documentary",EDAM Entertainment,206452,KR,57307
Mount Chiak,2023-09-13,tt29031126,987540,"Five members of the mountain bike club, Sangaja. To ride a mountain bike, we head to Chiaksan Mountain, where Min-joon's Uncle villa is located. After arriving at Chiaksan Mountain and enjoying the ride, strange things began to happen to the party…. And something unidentified chasing them! A desperate survival game for Sangaja's party to survive on Chiaksan Mountain begins.",KR,1.0197,85,6.2,5,Kim Sun-ung,3081451,0.3048,"Yoon Kyun-sang, Kim Ye-won, Lee Tae-hwan, Bae Geu-rin, Yeon Je-wook","1473879, 1256251, 1407750, 1496577, 1362362","1.2636, 1.213, 1.2613, 0.4315, 0.8397",Horror,Wide Release,114352,KR,11942
Glory Again,2023-09-21,,1148321,"Here we have the legendary family back! The glory of the family is marriage?! The great plan of marriage is unfolding! The legendary Jang's family who holds money and power! There is only one troublemaker for Ms. Hong, the head of the family, who is Jin-kyung, the youngest daughter who declared to stay single. One day, 'Jin-kyung' has a one night stand with 'Dae-seo' whom she saw for the first time. When the Jang family find out about this, they start all sorts of plots to get 'Dae-seo' who has the best condition of being son-in-law to marry 'Jin-kyung'... The biggest task ever thrown to the Jang’s family! Will the marriage of the century be successful?",KR,0.8703,99,3.2,4,"Chung Tae-won, Jeong Yong-ki","87533, 583175","0.1782, 0.5744","Yoon Hyun-min, Yura, Kim Soo-mi, Tak Jae-hoon, Jeong Jun-ha","1450900, 1547200, 105411, 230363, 1234597","0.965, 1.1703, 1.2645, 1.0777, 1.2957","Family, Comedy",Taewon Entertainment,3965,KR,162547
Dr. Cheon and the Lost Talisman,2023-09-27,tt29005755,950253,"For generations, the eldest son of the village has been the protector, but the current heir, Dr. Cheon, is a fake exorcist who doesn't believe in ghosts. Using his penetrating insight into people's minds, he performs fake exorcisms and resolves cases brought to him. However, Yoo-kyung, a client who can see ghosts, approaches him with an offer too tempting to refuse. With his assistant In-bae, Dr. Cheon heads to Yoo-kyung’s house, and gets involved in a series of strange phenomena. As they delve into the mysteries there, they uncover the secrets of a talisman known as ‘Seolkyung’...",KR,3.0227,98,6.0,47,Kim Seong-sik,2392774,0.1201,"Gang Dong-won, Huh Joon-ho, Esom, Lee Dong-hwi, Kim Jong-soo","83014, 83637, 929122, 1418580, 1295417","1.7577, 2.0704, 1.7141, 1.9582, 1.6122","Fantasy, Mystery","Filmmaker R&K, Semicolon Studio, CJ ENM Studios","12987, 126933, 199265",KR,1865732
Cobweb,2023-09-27,tt21254598,901121,"In the 1970s, Director Kim is obsessed by the desire to re-shoot the ending of his completed film Cobweb, but chaos and turmoil grip the set with interference from the censorship authorities, and the complaints of actors and producers who can't understand the re-written ending. Will Kim be able to find a way through this chaos to fulfill his artistic ambitions and complete his masterpiece?",KR,33.0679,135,6.5,83,Kim Jee-woon,69081,1.3321,"Song Kang-ho, Lim Soo-jung, Oh Jung-se, Jeon Yeo-been, Krystal Jung","20738, 37940, 998412, 2067860, 1330917","3.2113, 1.4769, 2.3342, 1.964, 1.5462","Comedy, Drama","Anthology Studios, Luz y Sonidos, Barunson, Barunson E&A, Barunson Studio","169679, 98171, 51656, 4399, 217672",KR,311013
Road to Boston,2023-09-27,tt11692284,581394,"A rousing tale of the Korean athletes who ran the 1947 Boston International Marathon, the first international marathon held since World War II.",KR,1.9496,113,6.4,14,Kang Je-kyu,64883,0.8119,"Ha Jung-woo, Yim Si-wan, Bae Sung-woo, Kim Sang-ho, Park Eun-bin","75913, 1296713, 573794, 123820, 1134684","1.9317, 2.0977, 1.3618, 1.9577, 2.9524",Drama,"BA Entertainment, Big Picture","84678, 142673",KR,934494
Love Reset,2023-10-03,tt29031019,1052433,"A married couple who received a divorce settlement lose their memories in an accident. With amnesia, they fall in love again, so their families try to restore their memories to finalize the divorce.",KR,1.9109,119,7.1,47,Nam Dae-joong,2097690,0.0691,"Kang Ha-neul, Jung So-min, Cho Min-soo, Im Cheol-hyung, Hwang Se-in","1257899, 1252017, 1294946, 1311150, 4181100","2.8368, 3.105, 0.9009, 0.7359, 0.4544","Romance, Comedy","Mindmark, Woollim","172538, 113048",KR,1621817
Hopeless,2023-10-11,tt27502351,1028684,"Yeon-gyu is a teenage boy who wants to escape his hometown where violence is commonly enacted among neighbors. He only hopes to have a peaceful life with his mother. However, the world never allows him to have a dream nor hope for life. When Yeon-gyu needs a hand from grown-ups, Chi-geon, a thug of the town, offers a favor. The simple favor leads Yeon-gyu to explore the world of Chi-geon. It ironically results Yeon-gyu gradually falling into Chi-geon's life. Grasping hope to run away from where he is, he struggles between the border. Can he escape from the town at the end?",KR,1.8037,123,5.883,30,Kim Chang-hoon,3715927,0.0561,"Hong Xa-bin, Song Joong-ki, BIBI, Jeong Jae-kwang, You Seong-joo","3715923, 150698, 2956895, 2298157, 2221392","0.975, 3.9871, 0.989, 1.2838, 1.1492","Crime, Drama","Sanai Pictures, HighZium Studio, Plus M Entertainment","27133, 139166, 91505",KR,255324
Miss Fortune,2023-10-11,tt29259250,941045,"Ji-hye is a once-successful and beautiful swindler, who recently begins failing with her cons and dreams of changing her small-job life. Before her retirement, she decides to take on one last job which could change her whole life: seducing the son of a wealthy art broker family to steal the golden treasure hidden in their se- cret mansion. With the help of her daughter Ju-young, she succeeds in earning the trust of the family but it turns out to be a never ending battle. Can Ji-hye and Ju-young find the legendary treasure and start a new life?",KR,1.1905,0,6.4,5,Lee Seung-jun,1294510,0.0466,"Uhm Jung-hwa, Song Sae-byuk, Bang Min-ah, Kim Jae-hwa, Son Byung-ho","121149, 1299516, 1206961, 1123145, 42799","1.8772, 1.0128, 1.054, 1.4725, 1.369","Drama, Comedy","JNC Media Group, Shinyoung E&C","115543, 115706",KR,94868
Along the Wind: The Seasons of Kim Ho Joong,2023-10-17,,1189848,,KR,0.2154,108,0.0,0,Oh Yoon-dong,3140690,0.5494,Kim Ho-joong,2792564,0.4337,"Documentary, Music",CJ 4DFLEX,147778,KR,37358
Tastes of Horror,2023-10-18,tt28995831,1168166,"A new concept horror IP cross project that turns six selected works out of 19 serial webtoons of the same name (Tastes of Horror) into movies.  ""DingDong Challenge: The reason why you shouldn't do dance challenge carelessly"",  ""Four Legged Beast: Story of meeting a doppelganger with broken neck"", ""Jackpot: what happened when I took a taxi nearby"", ""The Residents-Only Gym: A woman who appears after 10 PM"", ""Rehabilitation: Cruel clinical trials currenly underway in the lab"", and ""Gluttony: The strange things that happened during a live broadcast.""",KR,1.1989,117,5.0,10,"Ahn Sang-hoon, Yoon Eun-kyoung, Kim Yong-gyun, Lim Dae-wung, Johnny Chae","111411, 2545616, 112752, 580244, 2312405","0.1789, 0.4821, 0.5108, 0.1008, 0.335","Chang Seung-yeon, Oh Seung-hee, Jang Ye-eun, Shin Eun-soo, Kim Ho-jung","3610727, 3610726, 2864457, 1576065, 126741","0.09, 0.0071, 0.1498, 2.631, 0.9504",Horror,"Studio Toyou, iNew Company","207868, 207872",KR,11867
A Table for Two,2023-10-25,tt22174176,1021777,"In 2007, fifteen-year-old Chaeyoung is diagnosed with anorexia and committed to a mental hospital. Feeling guilty, her mother, Sangok, tries to trace the source of her daughter’s illness but there is no way to know. Ten years later, the mother and daughter begin a conversation. Relying on Chaeyoung’s diary, drawings, and voice-over, the film explores the history of conflict and pain in mother-daughter relationships through three generations: grandmother, mother, and daughter.",KR,0.2584,89,0.0,0,Kim Bo-ram,1951599,0.0143,,,,Documentary,Film Dabin,126922,KR,5400
Open the Door,2023-10-25,,977152,"Late at night, a Korean man, Chi-hoon, visits his older sister’s house which is located in a residential area in the United States. He knocks on the door and it is Mun-seok, the husband of Chi-hoon’s sister, who welcomes Chi-hoon. The two start drinking. While having conversation, the truth that will determine the fate of their family is revealed. What on earth happened to this family?",KR,1.0059,72,5.5,2,Jang Hang-jun,1771406,1.4853,"Lee Soon-won, Seo Young-joo, Kim Soo-jin, Kang Ae-sim","2402500, 1256497, 1191490, 2523069","0.8589, 0.9962, 1.1712, 1.2195","Mystery, Thriller","Contents Panda, VIVO","73918, 119630",KR,13956
Brave Citizen,2023-10-25,tt22505214,897160,"An expelled boxing champion, who now is a high-school teacher, witnesses intolerable violence and throws her first punch to build justice against it, while putting on a mask.",KR,89.8896,112,6.878,45,Park Jin-pyo,568019,0.8073,"Shin Hye-sun, Lee Jun-young, Park Jung-woo, Park Hyuk-kwon, Cha Chung-hwa","1523579, 1904058, 2377671, 587676, 2533271","2.5575, 5.3351, 0.9371, 1.4658, 1.4063","Action, Drama, Comedy","Studio N, Oscar 10 Studio, Vol Media","119174, 119754, 142745",KR,263384
The Origin of Miracles,2023-10-27,,1237104,"A documentary film covering the life of President Syngman Rhee and the contributions he made to the Republic of Korea, spanning his childhood, focusing on his independence movement, the founding of the nation, the process of leading to victory in the Korean War, and the process of laying the foundation for Korea's industrialization.",KR,0.0828,81,0.0,0,Kwon Sun-do,4504289,0.0784,"Syngman Rhee, Lim Dong-jin","2266666, 1491631","0.2562, 0.1027","Documentary, History",Pureway Pictures,185699,KR,16575
The Boys,2023-11-01,tt22298582,714651,"In 1999, a robbery-murder case occurs in a small supermarket in Samnye, Jeonbuk province. The police investigation quickly narrows down to three boys from the neighborhood, and these boys are falsely accused of being murderers overnight and are imprisoned without understanding what is happening. The following year, veteran detective Hwang Joon-cheol is newly appointed as the head of Crime Investigation Division. He receives a tip about the real culprits and embarks on a reinvestigation to clear the boys' names. However, the interference of the detective responsible for the case at the time, Choi Woo-sung, leads to everything falling apart, and Hwang is demoted. Sixteen years later, the sole witness of the case and daughter of the victim, Yoon Mi-sook, and the boys return to Hwang, seeking justice...",KR,2.0856,124,6.5,8,Chung Ji-young,1294643,0.7194,"Sul Kyung-gu, Yu Jun-sang, Jin Kyung, Heo Sung-tae, Yeom Hye-ran","85008, 80461, 560070, 1388365, 2084416","1.7054, 1.9048, 1.8458, 1.4702, 1.8972","Drama, Crime","Aura Pictures, CJ ENM, Viva Film","20212, 128404, 223664",KR,462096
My SHINee World,2023-11-03,,1148154,"Celebrating the 15th anniversary of SHINee’s debut, unveiling the deepest heart-to-heart story of ‘SHINee’ and ‘Us.’ Formed by SM Entertainment, SHINee is a boy band that debuted in 2008 with ""Replay"". The Korean idol group has made a recent comeback with its eighth album ""HARD"" which has made headlines by topping the iTunes Top Album Charts in 43 countries. MY SHINee WORLD will include behind-the-scenes from the concert preparation to the on-stage performances of the group’s recent concert, “SHINee WORLD VI [PERFECT ILLUMINATION]"" held at the KSPO Dome. In addition, there is a variety of unreleased contents as well as heart-to-heart interviews to watch SHINee's 15 years of history at a glance. As the production crew put the most importance on the storytelling that fans can relate to, the movie follows SHINee's history in the eyes of ""the fans,"" and gives them a chance to reflect on ""My 15 Years"" as well as ""SHINee's 15 Years.""",KR,0.5445,112,0.0,0,Lee Hu-bin,2212385,0.0634,"Onew, Key, Minho, Taemin, Jonghyun","1557700, 1620765, 1256325, 1547192, 1620766","0.9061, 1.166, 1.7943, 0.8386, 0.4905","Music, Documentary","SM Entertainment, Plus M Entertainment","99961, 91505",KR,16090
A Wild Roomer,2023-11-08,tt22171858,1019809,"Gi-hong, a carpenter who makes his living by taking on small interior work. He has become close to the young landlord and his wife and spends more time hanging out with them. Meanwhile, small but strange things happen to Gi-hong.",KR,0.501,136,7.0,5,Lee Jeong-hong,2060013,0.1412,"Park Gi-hong, Ahn Ju-min, Jeon Gil, Choi Kyoung-jun","3734549, 3734550, 3734551, 3240904","0.0286, 0.0071, 0.0, 0.0143",Drama,A Wild Roomer Production Committee,223663,KR,9721
New Normal,2023-11-08,tt21983200,987072,"New Normal is a captured record of 4 days in Seoul, 2022, which is a time of chaos that all the mankind never have been experienced before in entire human history. It depicts the unexpected risks and identity of fears that are hidden in everyday life and common space.",KR,1.6309,111,6.9,7,Jung Bum-shik,112018,0.1833,"Choi Ji-woo, Jeong Dong-won, Lee You-mi, Minho, Pyo Ji-hoon","62333, 2822440, 1985557, 1256325, 1878886","1.3391, 0.7242, 2.4191, 1.7943, 1.2832","Horror, Thriller, Mystery",Unpa Studio,224275,KR,74944
BTOB TIME: Be Together the Movie,2023-11-15,,1135965,"Looking back on BTOB's 10 years, promising a new future, and filling the KSPO Dome with a wave of emotion, the 2022 10th Anniversary Concert BTOB TIME [Be Together] is a treat for the fans who have been with BTOB for the past 10 years, an honest concert movie to watch and listen to.",KR,0.9632,102,0.0,0,Kim Jin-cheol,2085264,0.0286,"Seo Eun-kwang, Lee Min-hyuk, Lee Chang-sub, Lim Hyun-sik, Peniel Shin","1875813, 1535979, 1875815, 1875817, 1875819","0.885, 1.1055, 0.6399, 0.5028, 0.7202","Music, Documentary","SOULEM, WOW'M","212742, 212743",KR,28008
The Wild,2023-11-15,tt14916052,799710,"Woo-chul used to be a successful boxer, but he had to go to prison because his opponent died in the middle of a match. Now that he’s been released, he intends to become a model citizen. Meanwhile, his friend Do-shik will do whatever it takes to get ahead. After choosing different paths, they will be forced to plot against and betray one another.",KR,2.5851,106,5.2,22,Kim Bong-han,1762319,0.0791,"Park Sung-woong, Oh Dae-hwan, Oh Dal-su, Ju Seok-tae, Seo Ji-hye","139493, 1856377, 77188, 2159393, 2679649","2.1636, 1.4905, 1.4342, 1.0774, 0.9871","Action, Crime","JNC Media Group, ASCENDIO","115543, 179721",KR,40621
