title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
Terra Formars,2016-04-29,tt4433646,330070,"With the space program attempting to travel to Mars, 21st century scientists were tasked with warming up the planet so that humans could survive on its surface. They came up with an efficient and cost effective plan of sending cockroaches and mold to the surface so that the mold would absorb the sunlight and the insect corpses would serve as a food source for the mold.  It is now the year 2577 and the first manned ship to Mars has landed on the planet and the six crew members are ready for their mission. But what they find are giant mutated humanoid cockroaches with incredible physical strength. The crew members are easily wiped out, but not before sending a transmission back to Earth. Now, humanity will send elite warriors to exterminate the mutated bugs and claim back Mars.",Takashi Miike,"Hideaki Ito, Emi Takei, Tomohisa Yamashita, Takayuki Yamada, Shun Oguri","Action, Horror, Science Fiction",LIDENFILMS,JP
Ashby,2015-04-19,tt3774466,330112,"When new kid in town Ed Wallis is given an assignment to interview an older person, he turns to his mysterious neighbor, Ashby Holt for help.  That new connection leads to unexpected journeys for both of them, as Ashby – who turns out to be a retired CIA assassin – deals with a terminal prognosis, and Ed deals with adjusting to life with his newly single mom and developing relationship with a brainy classmate, Eloise.",Tony McNamara,"Mickey Rourke, Nat Wolff, Emma Roberts, Sarah Silverman, Adam Aalderks","Drama, Romance, Comedy","Metrol Technology, Head Gear Films, Langley Park Productions, Kreo Films",US
Back in Time,2015-10-20,tt3118874,330127,"Cast, crew and fans explore the 'Back to the Future' time-travel trilogy's resonance throughout our culture—30 years after Marty McFly went back in time.",Jason Aron,"Michael J. Fox, Lea Thompson, Christopher Lloyd, Robert Zemeckis, Alan Silvestri",Documentary,"Malka Media Group, Jason Aron Media, Patchwork Media","CA, GB, US"
Gourmet Detective,2015-05-16,tt3600960,330161,"Famed culinary consultant Henry Ross is a charming food industry insider in San Francisco. When suspicious  sabotage ends in a shocking murder at his friend’s five-star restaurant, Henry is put on the case with strong-willed  police detective and single mom, Maggie Price. Despite Maggie’s protests, they must work together to decipher  the clues and investigate all of San Francisco’s top culinary pros.",Scott Smith,"Dylan Neal, Brooke Burns, Alissa Skovbye, Kimberley Sustad, Matthew Kevin Anderson","TV Movie, Mystery",Muse Entertainment,"CA, US"
Frozen II,2019-11-20,tt4520988,330457,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.","Jennifer Lee, Chris Buck","Idina Menzel, Kristen Bell, Josh Gad, Jonathan Groff, Evan Rachel Wood","Family, Animation, Adventure, Comedy, Fantasy","Walt Disney Pictures, Walt Disney Animation Studios",US
Rogue One: A Star Wars Story,2016-12-14,tt3748528,330459,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen","Action, Adventure, Science Fiction",Lucasfilm Ltd.,US
The Choice,2016-02-04,tt3797868,330483,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,Ross Katz,"Benjamin Walker, Teresa Palmer, Maggie Grace, Alexandra Daddario, Tom Welling","Drama, Romance","Lionsgate, Nicholas Sparks Productions, The Safran Company, Good Universe",US
Bessie,2015-05-16,tt3704352,330544,"The story of legendary blues performer, Bessie Smith, who rose to fame during the 1920s and '30s.",Dee Rees,"Queen Latifah, Kamryn Johnson, Rikki McKinney, Alan T. Coleman, Tory Kittles","Drama, Music, TV Movie","The Zanuck Company, Flavor Unit Entertainment, HBO Films",US
King Jack,2015-04-17,tt3863484,330916,"Growing up in a rural town filled with violent delinquents, Jack has learned to do what it takes to survive, despite having an oblivious mother and no father. After his aunt falls ill and a younger cousin comes to stay with him, the hardened 15-year-old discovers the importance of friendship, family, and looking for happiness even in the most desolate of circumstances.",Felix Thompson,"Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie",Drama,"Whitewater Films, Buffalo Picture House, Stink Films",US
Song to Song,2017-03-17,tt2062700,330947,"In this modern love story set against the Austin, Texas music scene, two entangled couples — struggling songwriters Faye and BV, and music mogul Cook and the waitress whom he ensnares — chase success through a rock ‘n’ roll landscape of seduction and betrayal.",Terrence Malick,"Michael Fassbender, Ryan Gosling, Rooney Mara, Natalie Portman, Cate Blanchett","Romance, Drama, Music","FilmNation Entertainment, Waypoint Entertainment",US
The Childhood of a Leader,2016-07-22,tt2815902,330982,The chilling story of a young American boy living in France in 1918 whose father is working for the US government on the creation of the Treaty of Versailles. What he witnesses helps to mold his beliefs – and we witness the birth of a terrifying ego.,Brady Corbet,"Bérénice Bejo, Liam Cunningham, Stacy Martin, Yolande Moreau, Jacques Boudet",Drama,"Bow + Arrow Entertainment, Bron Capital Partners, Scion Pictures, Crystal Wealth, Unanimous Entertainment, MACT Productions, Filmteam, Studio l'Équipe, SCOPE Pictures","BE, CA, FR, HU, GB, US"
Date A Live: Mayuri Judgment,2015-08-22,tt5331768,331061,"A huge sphere suddenly began to emit a mysterious spiritual wave to the Tengu City that should have regained its peace. A mysterious, beautiful girl showed up at the same time. Silently, what is her purpose to cast her line of sight to Shidou and the others? The real purpose is...?",Keitaro Motonaga,"Marina Inoue, Ayana Taketatsu, Misuzu Togashi, Nobunaga Shimazaki, Minori Chihara","Animation, Romance, Science Fiction, Action, Comedy","KADOKAWA, Tokyo MX, Production IMS",JP
See You In Valhalla,2015-04-24,tt3084028,331161,"After the bizarre death of her brother, Johana Burwood must return home after four years, to face her strange siblings, her out of touch father and her very touchy past.",Jarret Tarnol,"Sarah Hyland, Steve Howey, Odeya Rush, Jake McDorman, Beau Mirchoff","Drama, Comedy",Tarnol Group Pictures,US
Captive,2015-09-17,tt3268668,331190,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",Jerry Jameson,"Kate Mara, David Oyelowo, Michael Kenneth Williams, Mimi Rogers, Leonor Varela","Crime, Drama, Thriller","Itaca Films, BN Films, 1019 Entertainment, Brightside Entertainment, Yoruba Saxon",US
Twenty,2015-03-25,tt4415016,331251,"A story about three friends who just turned twenty; an age where you can do whatever you want, love whoever you want with opportunities abroad.",Lee Byeong-heon,"Kim Woo-bin, Lee Jun-ho, Kang Ha-neul, Jung So-min, Lee Yu-bi","Comedy, Drama","Next Entertainment World, iHQ",KR
Keeping Up with the Joneses,2016-10-20,tt2387499,331313,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,Greg Mottola,"Jon Hamm, Isla Fisher, Zach Galifianakis, Gal Gadot, Patton Oswalt","Action, Comedy","Parkes+MacDonald Image Nation, Fox 2000 Pictures, TSG Entertainment",US
Eloise,2016-12-30,tt3692652,331392,"Four friends break into an abandoned insane asylum in search of a death certificate which will grant one of them a large inheritance. However, finding it soon becomes the least of their worries in a place haunted by dark memories.",Robert Legato,"Eliza Dushku, Robert Patrick, Chace Crawford, P.J. Byrne, Brandon T. Jackson","Horror, Mystery, Thriller","Vinson Films, Palm Drive Productions, Buy Here Pay Here Entertainment, SLAM Productions",US
Sharknado 3: Oh Hell No!,2015-07-22,tt3899796,331446,"The sharks take bite out of the East Coast when the sharknado hits Washington, D.C. and Orlando, Florida.",Anthony C. Ferrante,"Ian Ziering, Cassie Scerbo, Frankie Muniz, Tara Reid, Ryan Whitney","Science Fiction, Action, Comedy, Horror, TV Movie","Syfy, The Asylum",US
Little Women,2019-12-25,tt3281548,331482,Four sisters come of age in America in the aftermath of the Civil War.,Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen, Laura Dern","Drama, Romance, History","Columbia Pictures, Regency Enterprises, Pascal Pictures",US
The Whole Truth,2016-03-25,tt3503406,331583,A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,Courtney Hunt,"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi","Drama, Thriller","Atlas Entertainment, Likely Story, Merced Media Partners, PalmStar Media",US
The Great Gilly Hopkins,2015-10-05,tt1226766,331588,Young and feisty Gilly Hopkins (Sophie Nélisse) devises a scheme to escape from her new foster home and reunite with her birth mother.,Stephen Herek,"Sophie Nélisse, Kathy Bates, Glenn Close, Bill Cobbs, Octavia Spencer","Comedy, Drama, Family","Arcady Bay Entertainment, Inkling Entertainment",US
Listening,2015-09-11,tt3153582,331592,"For years, we have tried to harness the power of the human mind… and failed. Now, one breakthrough will change everything. Beyond technology. Beyond humanity. Beyond control. David, Ryan, and Jordan hope the telepathy invention will solve all their problems, but the bleeding-edge technology opens a Pandora’s box of new dangers, as the team discovers that when they open their minds, there is nowhere to hide their thoughts.",Khalil Sullins,"Thomas Stroppel, Artie Ahr, Amber Marie Bollinger, Christine Haeberman, Steve Hanks","Drama, Thriller, Science Fiction","Young Medium, Listen Film","US, KH"
Exposed,2016-01-22,tt4019560,331962,"After witnessing a miracle, a young Latina woman experiences strange things as a police detective searches for the truth behind his partner's death.",Gee Malik Linton,"Keanu Reeves, Ana de Armas, Mira Sorvino, Christopher McDonald, Laura Gómez","Drama, Crime, Thriller, Mystery","Remark Films, EFO Films, PalmStar Media, Lionsgate",US
The Public,2019-04-05,tt3294746,331986,An act of civil disobedience turns into a standoff with police when homeless people in Cincinnati take over the public library to seek shelter from the bitter cold.,Emilio Estevez,"Emilio Estevez, Jena Malone, Taylor Schilling, Michael Kenneth Williams, Alec Baldwin",Drama,"Hammerstone Studios, E2 Films, Cedarvale Pictures, Living the Dream Films",US
Vendetta,2015-06-12,tt3746298,332177,"A hard-nosed detective deliberately commits a crime to get thrown in prison, allowing him the chance to seek vengeance on a criminal serving a life sentence for brutally murdering his wife.","Jen Soska, Sylvia Soska","Dean Cain, Kyra Zagorsky, Benjamin Hollingsworth, Paul Wight, Michael Eklund","Action, Drama",WWE Studios,US
Storks,2016-09-22,tt4624424,332210,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...","Doug Sweetland, Nicholas Stoller","Andy Samberg, Katie Crown, Kelsey Grammer, Jennifer Aniston, Ty Burrell","Adventure, Animation, Comedy, Family","RatPac Entertainment, Warner Animation Group, Warner Bros. Pictures",US
Antibirth,2016-09-02,tt3333870,332285,"In a desolate community full of drug-addled Marines and rumors of kidnapping, a wild-eyed stoner named Lou wakes up after a crazy night of partying with symptoms of a strange illness and recurring visions. As she struggles to get a grip on reality, the stories of conspiracy spread.",Danny Perez,"Natasha Lyonne, Chloë Sevigny, Meg Tilly, Mark Webber, Maxwell McCabe-Lokos",Horror,"Culmination Productions, Traverse Media, Hideaway Pictures","CA, US"
Killing Jesus,2015-04-05,tt3609402,332356,Jesus of Nazareth’s life and ministry were subject to seismic social and political events that led to his execution and changed the world forever.,Christopher Menaul,"Haaz Sleiman, Eoin Macken, Emmanuelle Chriqui, Rufus Sewell, John Rhys-Davies","TV Movie, Drama, Fantasy","Dune Films, Scott Free Productions",US
I Am Wrath,2016-04-14,tt3212232,332411,A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.,Chuck Russell,"John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell, Patrick St. Esprit","Action, Crime, Drama, Thriller","Hannibal Classics, Patriot Pictures, Vallelonga Productions, Vengeance is Mine Productions",US
